,0,1
0,didnt,1
1,went,5
2,well,2
3,clothes,1
4,fine,2
5,babe,2
6,seen,1
7,beautiful,2
8,kind,1
9,soon,3
10,wife,1
11,still,1
12,fast,1
13,left,1
14,trudged,1
15,started,1
16,without,1
17,poll,1
18,pray,1
19,marketday,1
20,look,1
21,saw,2
22,stroke,1
23,thanking,1
24,bouncing,1
25,gave,1
26,busy,1
27,surprise,1
28,squinnyeyed,3
29,meddling,1
30,mother,2
31,woke,1
32,say,4
33,hairy,1
34,bob,1
35,plain,1
36,help,1
37,take,3
38,wanted,2
39,cottage,3
40,white,1
41,taking,1
42,sister,1
43,told,1
44,gauze,1
45,face,1
46,handed,1
47,worse,1
48,ugly,1
49,enough,2
50,market,1
51,couldnt,2
52,found,1
53,fire,1
54,shall,1
55,sick,2
56,servicenext,1
57,mind,3
58,going,1
59,right,3
60,strange,1
61,done,2
62,fruit,1
63,goody,10
64,boy,2
65,nothing,1
66,took,2
67,thought,1
68,silvery,1
69,day,2
70,many,1
71,perhaps,1
72,old,8
73,let,1
74,speaking,1
75,open,1
76,ointment,3
77,woman,1
78,much,1
79,seemed,2
80,around,1
81,came,2
82,ill,1
83,abed,1
84,todaysee,1
85,one,4
86,grim,1
87,pace,1
88,changed,1
89,asked,2
90,whisked,1
91,door,3
92,brother,1
93,faster,1
94,midnight,1
95,bargainah,1
96,hour,1
97,noticing,1
98,youd,1
99,box,2
100,would,1
101,sometimes,1
102,silk,1
103,never,1
104,eye,8
105,stopped,1
106,opened,1
107,eyelid,2
108,furnished,1
109,ear,2
110,stall,2
111,dame,8
112,seeright,1
113,sun,1
114,home,2
115,pull,1
116,elegantly,1
117,pas,1
118,became,1
119,gooden,1
120,father,1
121,thief,1
122,death,1
123,deathrode,1
124,taken,1
125,proud,1
126,rare,1
127,wondering,1
128,minded,1
129,blind,1
130,long,1
131,paw,1
132,like,3
133,looking,1
134,curtsey,1
135,see,8
136,rode,1
137,findointment,1
138,two,1
139,coalblack,3
140,made,2
141,as——couldnt,1
142,dont,1
143,nobody,1
144,others,1
145,ups,1
146,funny,1
147,stood,1
148,little,5
149,struck,1
150,side,1
151,lady,4
152,get,1
153,said,4
154,till,3
155,everything,1
156,interfere,1
157,happened,1
158,round,1
159,paid,1
160,horse,3
161,knew,1
162,baby,7
163,flatnosed,1
164,wish,1
165,sort,1
166,imp,1
167,scratched,1
168,fact,1
169,large,1
170,pixy,2
171,think,2
172,finish,1
173,playing,1
174,sir,1
175,ointmentsooner,1
176,nurse,1
177,asaying,1
178,egg,1
179,bed,2
180,customer,1
181,fiery,1
182,course,1
183,child,1
184,pointed,1
185,downstairs,1
186,sky,1
187,sure,1
188,buying,1
189,dressed,1
190,began,1
191,away,1
192,concern,1
193,looked,2
194,people,1
195,ought,1
196,business,3
197,besidedame,1
198,got,3
199,hope,1
200,civilly,1
201,ever,1
202,lifted,1
203,night,1
204,mischief,1
205,last,1
206,come,1
207,fellow,7
208,back,2
209,good,3
210,another,1
211,noticedame,1
212,popped,1
213,paying,1
214,squinny,1
215,stroked,2
216,whats,1
217,thing,5
218,holding,1
219,cried,1
220,house,2
