,0,1
0,weird,4
1,humpbacked,1
2,great,3
3,saidsaid,1
4,hanged,1
5,sake,1
6,facesecond,1
7,mangy,1
8,canvas,1
9,meeting,1
10,say,2
11,fortune,3
12,leaving,1
13,valley,1
14,taking,1
15,quantity,1
16,feasting,1
17,weary,1
18,lost,1
19,beer,2
20,going,1
21,adorned,1
22,stone,1
23,leave,1
24,report,1
25,go,3
26,nothing,1
27,took,2
28,park,1
29,closed,1
30,deformed,1
31,day,2
32,immediately,1
33,let,7
34,ointment,1
35,sit,1
36,attended,1
37,ill,1
38,least,1
39,reignlet,1
40,caught,1
41,make,1
42,furnished,1
43,lay,1
44,died,1
45,fled,1
46,restore,1
47,head,7
48,astonished,1
49,hand,1
50,usagefirst,1
51,kept,1
52,complexion,1
53,queen,7
54,maiden,1
55,three,2
56,first,2
57,greatest,1
58,find,1
59,bade,1
60,dowdy,1
61,get,2
62,thorn,1
63,morrow,1
64,attend,1
65,age,1
66,whatever,1
67,leprosy,2
68,large,1
69,fortunate,2
70,exceed,1
71,journey,2
72,midst,1
73,drop,1
74,squeaky,1
75,promising,1
76,placed,1
77,become,1
78,difficulty,1
79,married,2
80,divided,1
81,silver,1
82,false,1
83,bread,2
84,blood,1
85,former,1
86,sack,1
87,palace,1
88,behind,1
89,performed,1
90,fatherinlaw,1
91,saw,3
92,rich,3
93,sweetmeat,1
94,heartlady,1
95,mother,2
96,forward,1
97,hundred,1
98,remote,1
99,pay,1
100,mended,1
101,tear,1
102,kingdom,1
103,eat,2
104,ran,1
105,country,2
106,face,2
107,exception,1
108,met,1
109,unless,1
110,sight,1
111,primrose,1
112,shall,6
113,espied,1
114,frowned,1
115,cobbler,5
116,wonder,1
117,thought,1
118,remedy,1
119,saying,4
120,fifteen,1
121,daughterinlawwell,1
122,much,1
123,heartcobbler,1
124,brown,1
125,week,2
126,one,3
127,likeyes,1
128,desperately,1
129,upon,1
130,bottle,5
131,using,1
132,likewise,1
133,king,16
134,washing,1
135,pas,1
136,father,5
137,yellow,1
138,hermit,1
139,bag,3
140,sooner,1
141,banged,1
142,looking,1
143,full,1
144,rode,1
145,princess,2
146,searched,1
147,almond,1
148,little,1
149,singingyes,1
150,struck,1
151,treatment,1
152,envy,2
153,bank,1
154,said,11
155,second,2
156,thanks,2
157,damsel,1
158,kindlyfirst,1
159,knew,1
160,small,1
161,sitting,1
162,plague,1
163,pleased,2
164,gentry,1
165,fastwhats,1
166,hard,1
167,golden,2
168,asksaid,1
169,good,3
170,another,1
171,short,1
172,nobility,1
173,give,2
174,clubfooted,1
175,went,3
176,seek,2
177,third,2
178,well,5
179,rite,1
180,wood,1
181,beautiful,2
182,soon,2
183,wife,1
184,pray,1
185,marketday,1
186,strike,1
187,evil,2
188,mouth,1
189,gave,4
190,softly,1
191,eastern,1
192,voice,6
193,reward,1
194,garden,1
195,joy,1
196,pulled,1
197,combed,1
198,gap,1
199,take,4
200,harsh,2
201,sister,2
202,wand,2
203,cure,2
204,rid,1
205,love,2
206,found,1
207,cave,2
208,marriage,1
209,colchesters,2
210,rejoicing,1
211,used,1
212,might,1
213,begged,1
214,dowry,2
215,part,2
216,though,2
217,consented,1
218,near,1
219,motherinlaw,1
220,consulted,1
221,replied,1
222,brought,1
223,sat,3
224,box,1
225,proceeded,1
226,would,4
227,continued,1
228,travelled,1
229,daughter,10
230,home,1
231,husbandyes,1
232,u,1
233,troubledwont,1
234,pitiful,1
235,perceiving,1
236,money,1
237,kindness,1
238,malaga,1
239,act,1
240,glad,1
241,court,6
242,cobblerwell,1
243,poor,3
244,husband,1
245,speak,1
246,made,2
247,gift,1
248,chokeold,1
249,young,3
250,coming,3
251,water,1
252,reigned,1
253,till,3
254,provision,2
255,set,2
256,gavehumpbacked,1
257,marry,1
258,whereupon,1
259,seeing,1
260,avoided,1
261,away,1
262,fortunegot,1
263,prince,2
264,welcome,1
265,charm,1
266,people,1
267,none,1
268,got,3
269,grove,1
270,dress,1
271,friend,1
272,england,1
273,hooknosed,1
274,town,1
275,chariot,2
276,lap,1
277,better,1
278,sweet,2
279,noble,1
280,year,2
281,seeking,1
282,brink,2
283,approached,1
284,pound,1
285,require,1
286,spirit,1
287,lived,1
288,dancing,1
289,know,1
290,mould,1
291,induced,2
292,applied,1
293,wanted,1
294,shoe,2
295,returned,1
296,colchester,2
297,told,1
298,bottlebag,1
299,beauty,2
300,ugly,1
301,length,2
302,bride,1
303,visit,1
304,dinnersaid,1
305,mind,2
306,spinning,1
307,fell,1
308,time,1
309,grew,1
310,man,4
311,many,3
312,flesh,1
313,old,5
314,open,1
315,woman,1
316,gold,1
317,hunting,1
318,came,6
319,wash,2
320,ready,2
321,burst,1
322,glory,1
323,amongst,1
324,eye,1
325,preparation,1
326,thread,1
327,death,1
328,table,1
329,marryking,1
330,fair,1
331,long,4
332,ordered,2
333,whither,2
334,nightingalethird,1
335,finding,1
336,powerful,1
337,comb,2
338,pulling,1
339,passing,1
340,far,1
341,corncrakethird,1
342,fastaged,1
343,gem,1
344,illnature,1
345,thorny,1
346,lady,2
347,among,1
348,cheese,2
349,sound,1
350,natural,1
351,happened,1
352,round,2
353,thick,1
354,lucky,1
355,quit,1
356,charity,1
357,mending,1
358,worldsecond,1
359,bottleanswered,1
360,road,1
361,looked,1
362,hedge,5
363,knight,1
364,saidbit,1
365,sugar,1
366,yegoing,1
367,come,2
368,hearing,2
369,arthur,1
370,thing,1
371,wrath,1
