,0,1
0,stay,1
1,sheriff,2
2,signpost,1
3,parlour,2
4,morning,3
5,great,9
6,settle,1
7,turban,1
8,single,1
9,cargo,1
10,played,1
11,advised,1
12,place,3
13,clean,1
14,desk,1
15,say,4
16,floor,1
17,girl,2
18,waggon,3
19,fortune,2
20,wait,1
21,readily,1
22,scullery,1
23,togetherdick,1
24,mr,13
25,kinderbehaviour,1
26,hobnail,1
27,reign,1
28,keep,3
29,mate,1
30,fond,1
31,miss,7
32,jealous,1
33,nightsoon,1
34,takethinking,1
35,sleeplittle,1
36,laid,2
37,madefound,1
38,lad,2
39,victualdistress,1
40,prison,1
41,desired,1
42,easily,1
43,going,1
44,owed,1
45,best,1
46,tried,1
47,done,1
48,however,1
49,stone,3
50,leave,1
51,live,1
52,nothing,8
53,go,6
54,took,5
55,watched,1
56,day,8
57,village,3
58,usage,1
59,immediately,1
60,let,6
61,case,1
62,merrily,1
63,bustling,1
64,attended,1
65,vast,1
66,sent,4
67,next,3
68,asked,7
69,pattern,1
70,devoured,1
71,gentleman,6
72,care,1
73,yes,2
74,lord,5
75,catmany,1
76,make,2
77,opened,1
78,lay,1
79,purse,1
80,prettiest,1
81,sold,1
82,died,1
83,cook,7
84,became,1
85,head,3
86,change,1
87,bargained,1
88,hand,1
89,gout,1
90,sleeping,1
91,standing,1
92,kept,2
93,anybody,1
94,queen,8
95,could,7
96,wall,1
97,follow,1
98,londonone,1
99,convenient,1
100,acquainted,1
101,tell,1
102,lastdick,1
103,presented,1
104,else,2
105,scouring,1
106,three,3
107,first,1
108,creature,5
109,broom,1
110,merit,1
111,ten,1
112,nobody,1
113,bear,1
114,merchant,8
115,basting,1
116,trick,1
117,kindhearted,1
118,get,6
119,1780,1
120,impatient,1
121,large,1
122,mayor,6
123,bell,2
124,walked,2
125,company,1
126,forth,1
127,willing,2
128,send,2
129,mouse,7
130,bed,2
131,arrived,2
132,reason,1
133,paved,3
134,starving,1
135,sure,1
136,placed,1
137,famous,1
138,value,1
139,began,4
140,dressed,2
141,exploit,1
142,cuffing,1
143,shoulder,1
144,silver,1
145,beg,1
146,shake,1
147,africa,1
148,must,2
149,crust,1
150,indeed,1
151,suit,1
152,cookmr,1
153,palace,1
154,sharp,1
155,tailor,1
156,cried,2
157,enjoymr,1
158,early,2
159,answer,1
160,or—,1
161,rat,9
162,arm,3
163,earnest,1
164,lazyindeed,1
165,scolding,1
166,fine,5
167,thanked,1
168,forbid,1
169,fast,1
170,seen,4
171,pot,1
172,instead,1
173,crossly,1
174,garret,2
175,look,2
176,saw,8
177,answered,4
178,custom,2
179,busy,1
180,rich,5
181,mother,2
182,beggar,1
183,dreadful,1
184,treasure,3
185,present,3
186,courage,1
187,tear,1
188,splendour,1
189,every,4
190,ran,2
191,dinner,9
192,visited,1
193,country,4
194,tormented,1
195,richest,1
196,face,1
197,worse,1
198,pus,5
199,met,1
200,allhallows,1
201,downstairsmust,1
202,shall,2
203,upstairs,1
204,felt,2
205,badly,2
206,idle,1
207,wind,3
208,briskly,1
209,strange,1
210,breaddick,1
211,dishwater,1
212,turned,2
213,hat,1
214,thought,6
215,spare,1
216,saying,1
217,excused,1
218,unknown,1
219,please,1
220,halfpenny,3
221,rogue,2
222,much,6
223,seemed,1
224,genteel,1
225,feasthistory,1
226,mark,1
227,one,1
228,door,4
229,chamber,1
230,foot,1
231,hurry,2
232,different,1
233,welldick,1
234,corner,1
235,criminal,1
236,hole,1
237,upon,2
238,iii,1
239,english,2
240,besides,2
241,couldmr,1
242,kitten,1
243,king,10
244,number,4
245,hungry,2
246,father,3
247,whittingtons,1
248,provide,1
249,singing,1
250,cookmaid,1
251,count,1
252,play,1
253,cooklittle,1
254,goodnatured,1
255,jumped,3
256,like,2
257,looking,1
258,way,2
259,stayed,1
260,see,8
261,sail,2
262,unpleasantoh,1
263,full,2
264,godick,1
265,ring,1
266,whittington,8
267,trouble,1
268,paring,1
269,excellent,1
270,stick,1
271,richard,2
272,little,6
273,jumptime,1
274,free,1
275,side,1
276,wedding,1
277,ventertained,1
278,pity,2
279,walk,1
280,work,9
281,said,20
282,hair,1
283,men,1
284,cursed,1
285,packed,1
286,knew,2
287,dressing,1
288,majesty,3
289,think,4
290,illusage,1
291,seaasked,1
292,spit,1
293,fitzwarren,11
294,chance,1
295,londonlord,1
296,sir,3
297,shown,1
298,heartily,1
299,sayturn,1
300,obliged,2
301,somethingpoor,1
302,family,1
303,havoc,1
304,called,9
305,food,1
306,loadedcaptain,1
307,plague,1
308,charmed,1
309,return,1
310,inclined,1
311,pleased,2
312,sending,2
313,penny,4
314,colour,1
315,afterwards,1
316,built,1
317,god,1
318,music,1
319,fearcaptain,1
320,purred,2
321,hard,1
322,business,3
323,fetchrun,1
324,buy,4
325,carved,1
326,dropped,1
327,breakfast,1
328,fellow,2
329,good,9
330,another,3
331,dirty,3
332,short,1
333,house,3
334,put,4
335,give,2
336,went,3
337,along,1
338,weak,2
339,well,2
340,newgate,1
341,behave,1
342,knighthood,1
343,flowered,1
344,soon,6
345,forgot,2
346,started,2
347,thank,1
348,rest,4
349,opportunity,1
350,grandly,1
351,matter,1
352,jewel,2
353,end,1
354,cash,1
355,workindeed,1
356,alderman,1
357,gave,5
358,always,3
359,joy,4
360,since,2
361,remembered,2
362,take,3
363,dick,26
364,coast,2
365,jack,1
366,rid,1
367,want,2
368,posse,1
369,love,1
370,enough,4
371,sousing,1
372,touch,1
373,vermin,3
374,marriage,1
375,fire,1
376,fit,1
377,even,3
378,bill,1
379,tired,1
380,starved,1
381,hay,1
382,boy,5
383,mistress,2
384,mouserdick,1
385,might,3
386,used,1
387,begged,1
388,join,1
389,hot,1
390,grow,2
391,coach,1
392,part,5
393,though,1
394,rushed,1
395,stand,1
396,captain,11
397,wondered,1
398,venture,2
399,street,5
400,france,1
401,brought,7
402,illtempered,2
403,voyage,1
404,sat,3
405,safe,2
406,hardly,1
407,sailor,1
408,would,17
409,sometimes,1
410,deprive,1
411,sell,1
412,never,2
413,daughter,1
414,home,1
415,instant,1
416,somebody,1
417,gone,1
418,edward,1
419,drove,1
420,given,2
421,carpet,1
422,u,1
423,dish,1
424,success,1
425,money,6
426,pavement,1
427,kindness,3
428,making,2
429,longer,2
430,board,2
431,court,2
432,factor,1
433,hid,1
434,touched,1
435,poor,14
436,henry,1
437,comemr,1
438,countinghouse,2
439,two,1
440,made,4
441,cocked,1
442,dont,1
443,fright,1
444,young,2
445,putty,2
446,barbary,2
447,coming,1
448,washed,1
449,church,2
450,pussy,5
451,potato,1
452,till,4
453,ship—but,1
454,bow,1
455,heard,5
456,set,5
457,treated,2
458,master,4
459,ship,8
460,six,1
461,hayfield,1
462,hardship,1
463,scampered,1
464,lading,1
465,received,1
466,november,1
467,ride,1
468,simple,1
469,handsome,1
470,ail,1
471,swept,1
472,away,4
473,prince,1
474,welcome,1
475,heaven,1
476,people,6
477,prosperous,1
478,ragged,2
479,got,4
480,friend,2
481,fitzwarrens,3
482,england,1
483,ever,1
484,lifted,1
485,town,1
486,eaten,1
487,last,3
488,proposed,1
489,back,3
490,oblige,2
491,safetypoor,1
492,upper,1
493,liven,1
494,moor,1
495,worked,1
496,almost,3
497,lie,2
498,unicorn,1
499,quite,6
500,foodpoor,1
501,anything,2
502,several,2
503,waiting,1
504,agreed,1
505,better,2
506,lap,1
507,cleaning,1
508,clothes,2
509,rise,1
510,eager,1
511,assault,1
512,party,1
513,moment,1
514,year,1
515,kind,3
516,fall,1
517,archway,1
518,lived,3
519,beatlast,1
520,know,2
521,holeking,1
522,odd,1
523,princefigure,1
524,nimbly,1
525,servant,3
526,dark,2
527,shoe,2
528,room,2
529,told,9
530,betterwhittingtons,1
531,drippingpan,1
532,game,2
533,chair,1
534,folk,1
535,sick,1
536,seated,2
537,london,9
538,informed,1
539,thinking,2
540,happy,3
541,lazy,1
542,city,1
543,bidding,1
544,whose,1
545,time,11
546,faint,1
547,heart,1
548,therefore,1
549,man,4
550,dead,1
551,many,3
552,curled,1
553,sea,1
554,old,6
555,open,1
556,who,1
557,accept,1
558,gold,5
559,goldone,1
560,bought,1
561,learned,1
562,sleepking,1
563,came,5
564,ready,2
565,honour,1
566,leg,1
567,cat,16
568,exchangecaptain,1
569,guinea,1
570,bring,2
571,offensive,1
572,amountedcaptain,1
573,awake,1
574,fixed,1
575,sweetheart,1
576,eye,2
577,minute,1
578,story,1
579,nice,1
580,ladle,1
581,destroy,2
582,royal,1
583,afraid,2
584,table,1
585,girlfetch,1
586,taken,1
587,fair,1
588,farthing,1
589,conquest,1
590,voyagetold,1
591,eight,1
592,long,4
593,whole,3
594,doubt,2
595,deal,1
596,ordered,4
597,illnatured,2
598,subject,2
599,tap,2
600,finding,1
601,load,1
602,despatch,1
603,able,2
604,high,1
605,creatureaway,1
606,stood,1
607,slept,1
608,far,1
609,lying,1
610,guessed,1
611,thrice,2
612,holloway,1
613,may,2
614,world,1
615,freed,1
616,showed,2
617,except,1
618,lady,2
619,among,1
620,sound,2
621,neither,1
622,happened,2
623,lucky,1
624,horse,1
625,charity,1
626,believe,1
627,everybody,1
628,sendsomething,1
629,also,1
630,wish,1
631,baste,2
632,alice,6
633,cabinet,1
634,driven,1
635,use,2
636,seem,1
637,child,1
638,treat,1
639,bit,1
640,wentlast,1
641,cruelly,1
642,perform,1
643,news,3
644,dirt,1
645,looked,3
646,road,1
647,servantmr,1
648,proper,1
649,wishpoor,1
650,meat,2
651,civilly,1
652,night,3
653,half,1
654,dear,1
655,come,5
656,stock,1
657,waggoner,4
658,rejoice,1
659,stroked,1
660,carry,2
661,laughed,1
662,thing,4
663,run,3
