,0,1
0,didnt,1
1,behind,1
2,went,3
3,ground,1
4,well,1
5,wifejack,1
6,parlour,2
7,widow,1
8,seen,2
9,fast,1
10,soon,1
11,wife,9
12,without,1
13,pound,3
14,rapped,1
15,hannaford,3
16,receiving,1
17,know,1
18,gave,1
19,hoof,1
20,outatelbows,1
21,say,2
22,soul,1
23,swore,1
24,empty,1
25,pulled,1
26,flying,1
27,saint,1
28,take,1
29,shoe,2
30,wanted,1
31,victualdeary,1
32,readilysee,1
33,told,1
34,jack,5
35,fresh,1
36,wars—so,1
37,keep,2
38,chimneysaid,1
39,enough,2
40,met,1
41,market,3
42,foolish,4
43,word,1
44,doorasked,1
45,going,1
46,roadsee,1
47,letting,1
48,clattering,1
49,done,1
50,waited,1
51,soldier,5
52,go,2
53,nothing,1
54,living,1
55,handasked,1
56,man,5
57,old,6
58,angel,1
59,woman,2
60,gold,1
61,maybe,1
62,much,1
63,came,3
64,walking,1
65,sent,1
66,one,2
67,awaysure,1
68,asked,2
69,replied,1
70,pullinglord,1
71,safe,1
72,care,1
73,would,1
74,never,2
75,moneytime,1
76,eye,2
77,telling,1
78,tied,1
79,lay,1
80,liehold,1
81,horsebigger,1
82,restlong,1
83,home,3
84,gone,1
85,farmer,8
86,given,1
87,leathershall,1
88,leather,2
89,thief,2
90,save,1
91,hand,2
92,money,3
93,glen,1
94,farm,1
95,rare,1
96,messageyes,1
97,could,1
98,sum,1
99,long,2
100,whole,1
101,poor,1
102,shading,1
103,husband,2
104,see,1
105,rode,2
106,two,2
107,cart,1
108,ten,3
109,sightman,1
110,farmershade,1
111,walkpresently,1
112,rag,3
113,paradise,1
114,may,1
115,find,2
116,decidefarmer,1
117,waste,1
118,cabbage,1
119,tale,1
120,said,5
121,youll,1
122,till,2
123,alluding,1
124,mounted,1
125,cobbling,1
126,horse,4
127,heard,2
128,knew,1
129,shilling,1
130,stillyesget,1
131,walked,2
132,straight,1
133,leaped,1
134,send,3
135,husbandyesadoing,1
136,use,1
137,pursuing,1
138,bless,1
139,youve,2
140,angry,1
141,pointed,1
142,greater,1
143,goodymiddling,1
144,chimney,2
145,heavenwards,1
146,sky,2
147,away,3
148,married,1
149,exclaimed,2
150,horsejack,1
151,road,1
152,looked,1
153,cobble,1
154,surejack,1
155,heaven,1
156,hard,1
157,buy,2
158,must,1
159,ever,1
160,hannafordcomeparadiselord,1
161,ive,1
162,mercy,1
163,last,1
164,pocket,1
165,come,1
166,stock,1
167,back,1
168,good,1
169,former,2
170,fool,4
171,moor,1
172,thing,1
173,quite,3
174,put,1
