,0
20033,morning
20034,jack
20035,furnished
20036,his
20037,master
20038,with
20039,fresh
20040,supply
20041,gold
20042,and
20043,silver
20044,and
20045,then
20046,sent
20047,him
20048,three
20049,miles
20050,forward
20051,his
20052,journey
20053,which
20054,time
20055,the
20056,prince
20057,was
20058,pretty
20059,well
20060,out
20061,the
20062,smell
20063,the
20064,giant
20065,jack
20066,then
20067,returned
20068,and
20069,let
20070,the
20071,giant
20072,out
20073,the
20074,vault
20075,who
20076,asked
20077,what
20078,should
20079,give
20080,him
20081,for
20082,keeping
20083,the
20084,castle
20085,from
20086,destruction
20087,why
20088,quoth
20089,jack
20090,want
20091,nothing
20092,but
20093,the
20094,old
20095,coat
20096,and
20097,cap
20098,together
20099,with
20100,the
20101,old
20102,rusty
20103,sword
20104,and
20105,slippers
20106,which
20107,are
20108,your
20109,beds
20110,head
20111,quoth
20112,the
20113,giant
20114,you
20115,know
20116,not
20117,what
20118,you
20119,ask
20120,they
20121,are
20122,the
20123,most
20124,precious
20125,things
20126,have
20127,the
20128,coat
20129,will
20130,keep
20131,you
20132,invisible
20133,the
20134,cap
20135,will
20136,tell
20137,you
20138,all
20139,you
20140,want
20141,know
20142,the
20143,sword
20144,cuts
20145,asunder
20146,whatever
20147,you
20148,strike
20149,and
20150,the
20151,shoes
20152,are
20153,extraordinary
20154,swiftness
20155,but
20156,you
20157,have
20158,been
20159,very
20160,serviceable
20161,therefore
20162,take
20163,them
20164,with
20165,all
20166,heart
20167,jack
20168,thanked
20169,his
20170,uncle
20171,and
20172,then
20173,went
20174,off
20175,with
20176,them
20177,soon
20178,overtook
20179,his
20180,master
20181,and
20182,they
20183,quickly
20184,arrived
20185,the
20186,house
20187,the
20188,lady
20189,the
20190,prince
20191,sought
20192,who
20193,finding
20194,the
20195,prince
20196,suitor
20197,prepared
20198,splendid
20199,banquet
20200,for
20201,him
20202,after
20203,the
20204,repast
20205,was
20206,concluded
20207,she
20208,told
20209,him
20210,she
20211,had
20212,task
20213,for
20214,him
20215,she
20216,wiped
20217,his
20218,mouth
20219,with
20220,handkerchief
20221,saying
20222,you
20223,must
20224,show
20225,that
20226,handkerchief
20227,tomorrow
20228,morning
20229,else
20230,you
20231,will
20232,lose
20233,your
20234,head
20235,with
20236,that
20237,she
20238,put
20239,her
20240,bosom
20241,the
20242,prince
20243,went
20244,bed
20245,great
20246,sorrow
20247,but
20248,jacks
20249,cap
20250,knowledge
20251,informed
20252,him
20253,how
20254,was
20255,obtained
20256,the
20257,middle
20258,the
20259,night
20260,she
20261,called
20262,upon
20263,her
20264,familiar
20265,spirit
20266,carry
20267,her
20268,lucifer
20269,but
20270,jack
20271,put
20272,his
20273,coat
20274,darkness
20275,and
20276,his
20277,shoes
20278,swiftness
20279,and
20280,was
20281,there
20282,soon
20283,she
20284,was
20285,when
20286,she
20287,entered
20288,the
20289,place
20290,the
20291,old
20292,one
20293,she
20294,gave
20295,the
20296,handkerchief
20297,old
20298,lucifer
20299,who
20300,laid
20301,upon
20302,shelf
20303,whence
20304,jack
20305,took
20306,and
20307,brought
20308,his
20309,master
20310,who
20311,showed
20312,the
20313,lady
20314,next
20315,day
20316,and
20317,saved
20318,his
20319,life
20320,that
20321,day
20322,she
20323,gave
20324,the
20325,prince
20326,kiss
20327,and
20328,told
20329,him
20330,must
20331,show
20332,her
20333,the
20334,lips
20335,tomorrow
20336,morning
20337,that
20338,she
20339,kissed
20340,last
20341,night
20342,lose
20343,his
20344,head
20345,replied
20346,you
20347,kiss
20348,none
20349,but
20350,mine
20351,will
20352,that
20353,neither
20354,here
20355,nor
20356,there
20357,said
20358,she
20359,you
20360,not
20361,deaths
20362,your
20363,portion
20364,midnight
20365,she
20366,went
20367,before
20368,and
20369,was
20370,angry
20371,with
20372,old
20373,lucifer
20374,for
20375,letting
20376,the
20377,handkerchief
20378,but
20379,now
20380,quoth
20381,she
20382,will
20383,too
20384,hard
20385,for
20386,the
20387,kings
20388,son
20389,for
20390,will
20391,kiss
20392,thee
20393,and
20394,show
20395,thy
20396,lips
20397,which
20398,she
20399,did
20400,and
20401,jack
20402,when
20403,she
20404,was
20405,not
20406,standing
20407,cut
20408,off
20409,lucifers
20410,head
20411,and
20412,brought
20413,under
20414,his
20415,invisible
20416,coat
20417,his
20418,master
20419,who
20420,the
20421,next
20422,morning
20423,pulled
20424,out
20425,the
20426,horns
20427,before
20428,the
20429,lady
20430,this
20431,broke
20432,the
20433,enchantment
20434,and
20435,the
20436,evil
20437,spirit
20438,left
20439,her
20440,and
20441,she
20442,appeared
20443,all
20444,her
20445,beauty
20446,they
20447,were
20448,married
20449,the
20450,next
20451,morning
20452,and
20453,soon
20454,after
20455,went
20456,the
20457,court
20458,king
20459,arthur
20460,where
20461,jack
20462,for
20463,his
20464,many
20465,great
20466,exploits
20467,was
20468,made
20469,one
20470,the
20471,knights
20472,the
20473,round
20474,table
20475,jack
20476,soon
20477,went
20478,searching
20479,for
20480,giants
20481,again
20482,but
20483,had
20484,not
20485,ridden
20486,far
20487,when
20488,saw
20489,cave
20490,near
20491,the
20492,entrance
20493,which
20494,beheld
20495,giant
20496,sitting
20497,upon
20498,block
20499,timber
20500,with
20501,knotted
20502,iron
20503,club
20504,his
20505,side
20506,his
20507,goggle
20508,eyes
20509,were
20510,like
20511,flames
20512,fire
20513,his
20514,countenance
20515,grim
20516,and
20517,ugly
20518,and
20519,his
20520,cheeks
20521,like
20522,couple
20523,large
20524,flitches
20525,bacon
20526,while
20527,the
20528,bristles
20529,his
20530,beard
20531,resembled
20532,rods
20533,iron
20534,wire
20535,and
20536,the
20537,locks
20538,that
20539,hung
20540,down
20541,upon
20542,his
20543,brawny
20544,shoulders
20545,were
20546,like
20547,curled
20548,snakes
20549,hissing
20550,adders
20551,jack
20552,alighted
20553,from
20554,his
20555,horse
20556,and
20557,putting
20558,the
20559,coat
20560,darkness
20561,went
20562,close
20563,the
20564,giant
20565,and
20566,said
20567,softly
20568,are
20569,you
20570,there
20571,will
20572,not
20573,long
20574,before
20575,take
20576,you
20577,fast
20578,the
20579,beard
20580,the
20581,giant
20582,all
20583,this
20584,while
20585,could
20586,not
20587,see
20588,him
20589,account
20590,his
20591,invisible
20592,coat
20593,that
20594,jack
20595,coming
20596,close
20597,the
20598,monster
20599,struck
20600,blow
20601,with
20602,his
20603,sword
20604,his
20605,head
20606,but
20607,missing
20608,his
20609,aim
20610,cut
20611,off
20612,the
20613,nose
20614,instead
20615,this
20616,the
20617,giant
20618,roared
20619,like
20620,claps
20621,thunder
20622,and
20623,began
20624,lay
20625,about
20626,him
20627,with
20628,his
20629,iron
20630,club
20631,like
20632,one
20633,stark
20634,mad
20635,but
20636,jack
20637,running
20638,behind
20639,drove
20640,his
20641,sword
20642,the
20643,hilt
20644,the
20645,giants
20646,back
20647,that
20648,fell
20649,down
20650,dead
20651,this
20652,done
20653,jack
20654,cut
20655,off
20656,the
20657,giants
20658,head
20659,and
20660,sent
20661,with
20662,his
20663,brothers
20664,also
20665,king
20666,arthur
20667,waggoner
20668,hired
20669,for
20670,that
20671,purpose
20672,jack
20673,now
20674,resolved
20675,enter
20676,the
20677,giants
20678,cave
20679,search
20680,his
20681,treasure
20682,and
20683,passing
20684,along
20685,through
20686,great
20687,many
20688,windings
20689,and
20690,turnings
20691,came
20692,length
20693,large
20694,room
20695,paved
20696,with
20697,freestone
20698,the
20699,upper
20700,end
20701,which
20702,was
20703,boiling
20704,caldron
20705,and
20706,the
20707,right
20708,hand
20709,large
20710,table
20711,which
20712,the
20713,giant
20714,used
20715,dine
20716,then
20717,came
20718,window
20719,barred
20720,with
20721,iron
20722,through
20723,which
20724,looked
20725,and
20726,beheld
20727,vast
20728,number
20729,miserable
20730,captives
20731,who
20732,seeing
20733,him
20734,cried
20735,out
20736,alas
20737,young
20738,man
20739,art
20740,thou
20741,come
20742,one
20743,amongst
20744,this
20745,miserable
20746,den
20747,quoth
20748,jack
20749,but
20750,pray
20751,tell
20752,what
20753,the
20754,meaning
20755,your
20756,captivity
20757,are
20758,kept
20759,here
20760,said
20761,one
20762,till
20763,such
20764,time
20765,the
20766,giants
20767,have
20768,wish
20769,feast
20770,and
20771,then
20772,the
20773,fattest
20774,among
20775,slaughtered
20776,and
20777,many
20778,are
20779,the
20780,times
20781,they
20782,have
20783,dined
20784,upon
20785,murdered
20786,men
20787,say
20788,you
20789,quoth
20790,jack
20791,and
20792,straightway
20793,unlocked
20794,the
20795,gate
20796,and
20797,let
20798,them
20799,free
20800,who
20801,all
20802,rejoiced
20803,like
20804,condemned
20805,men
20806,sight
20807,pardon
20808,then
20809,searching
20810,the
20811,giants
20812,coffers
20813,shared
20814,the
20815,gold
20816,and
20817,silver
20818,equally
20819,amongst
20820,them
20821,and
20822,took
20823,them
20824,neighbouring
20825,castle
20826,where
20827,they
20828,all
20829,feasted
20830,and
20831,made
20832,merry
20833,over
20834,their
20835,deliverance
20836,but
20837,the
20838,midst
20839,all
20840,this
20841,mirth
20842,messenger
20843,brought
20844,news
20845,that
20846,one
20847,thunderdell
20848,giant
20849,with
20850,two
20851,heads
20852,having
20853,heard
20854,the
20855,death
20856,his
20857,kinsmen
20858,had
20859,come
20860,from
20861,the
20862,northern
20863,dales
20864,revenged
20865,jack
20866,and
20867,was
20868,within
20869,mile
20870,the
20871,castle
20872,the
20873,country
20874,people
20875,flying
20876,before
20877,him
20878,like
20879,chaff
20880,but
20881,jack
20882,was
20883,not
20884,bit
20885,daunted
20886,and
20887,said
20888,let
20889,him
20890,come
20891,have
20892,tool
20893,pick
20894,his
20895,teeth
20896,and
20897,you
20898,ladies
20899,and
20900,gentlemen
20901,walk
20902,out
20903,into
20904,the
20905,garden
20906,and
20907,you
20908,shall
20909,witness
20910,this
20911,giant
20912,thunderdells
20913,death
20914,and
20915,destruction
20916,the
20917,castle
20918,was
20919,situated
20920,the
20921,midst
20922,small
20923,island
20924,surrounded
20925,moat
20926,thirty
20927,feet
20928,deep
20929,and
20930,twenty
20931,feet
20932,wide
20933,over
20934,which
20935,lay
20936,drawbridge
20937,jack
20938,employed
20939,men
20940,cut
20941,through
20942,this
20943,bridge
20944,both
20945,sides
20946,nearly
20947,the
20948,middle
20949,and
20950,then
20951,dressing
20952,himself
20953,his
20954,invisible
20955,coat
20956,marched
20957,against
20958,the
20959,giant
20960,with
20961,his
20962,sword
20963,sharpness
20964,although
20965,the
20966,giant
20967,could
20968,not
20969,see
20970,jack
20971,smelt
20972,his
20973,approach
20974,and
20975,cried
20976,out
20977,these
20978,words
20979,sayst
20980,thou
20981,said
20982,jack
20983,then
20984,thou
20985,art
20986,monstrous
20987,miller
20988,indeed
20989,the
20990,giant
20991,cried
20992,out
20993,again
20994,art
20995,thou
20996,that
20997,villain
20998,who
20999,killed
21000,kinsmen
21001,then
21002,will
21003,tear
21004,thee
21005,with
21006,teeth
21007,suck
21008,thy
21009,blood
21010,and
21011,grind
21012,thy
21013,bones
21014,powder
21015,youll
21016,have
21017,catch
21018,first
21019,quoth
21020,jack
21021,and
21022,throwing
21023,off
21024,his
21025,invisible
21026,coat
21027,that
21028,the
21029,giant
21030,might
21031,see
21032,him
21033,and
21034,putting
21035,his
21036,shoes
21037,swiftness
21038,ran
21039,from
21040,the
21041,giant
21042,who
21043,followed
21044,like
21045,walking
21046,castle
21047,that
21048,the
21049,very
21050,foundations
21051,the
21052,earth
21053,seemed
21054,shake
21055,every
21056,step
21057,jack
21058,led
21059,him
21060,long
21061,dance
21062,order
21063,that
21064,the
21065,gentlemen
21066,and
21067,ladies
21068,might
21069,see
21070,and
21071,last
21072,end
21073,the
21074,matter
21075,ran
21076,lightly
21077,over
21078,the
21079,drawbridge
21080,the
21081,giant
21082,full
21083,speed
21084,pursuing
21085,him
21086,with
21087,his
21088,club
21089,then
21090,coming
21091,the
21092,middle
21093,the
21094,bridge
21095,the
21096,giants
21097,great
21098,weight
21099,broke
21100,down
21101,and
21102,tumbled
21103,headlong
21104,into
21105,the
21106,water
21107,where
21108,rolled
21109,and
21110,wallowed
21111,like
21112,whale
21113,jack
21114,standing
21115,the
21116,moat
21117,laughed
21118,him
21119,all
21120,the
21121,while
21122,but
21123,though
21124,the
21125,giant
21126,foamed
21127,hear
21128,him
21129,scoff
21130,and
21131,plunged
21132,from
21133,place
21134,place
21135,the
21136,moat
21137,yet
21138,could
21139,not
21140,get
21141,out
21142,revenged
21143,jack
21144,length
21145,got
21146,cartrope
21147,and
21148,cast
21149,over
21150,the
21151,two
21152,heads
21153,the
21154,giant
21155,and
21156,drew
21157,him
21158,ashore
21159,team
21160,horses
21161,and
21162,then
21163,cut
21164,off
21165,both
21166,his
21167,heads
21168,with
21169,his
21170,sword
21171,sharpness
21172,and
21173,sent
21174,them
21175,king
21176,arthur
21177,after
21178,some
21179,time
21180,spent
21181,mirth
21182,and
21183,pastime
21184,jack
21185,taking
21186,leave
21187,the
21188,knights
21189,and
21190,ladies
21191,set
21192,out
21193,for
21194,new
21195,adventures
21196,through
21197,many
21198,woods
21199,passed
21200,and
21201,came
21202,length
21203,the
21204,foot
21205,high
21206,mountain
21207,here
21208,late
21209,night
21210,found
21211,lonesome
21212,house
21213,and
21214,knocked
21215,the
21216,door
21217,which
21218,was
21219,opened
21220,aged
21221,man
21222,with
21223,head
21224,white
21225,snow
21226,father
21227,said
21228,jack
21229,can
21230,you
21231,lodge
21232,benighted
21233,traveller
21234,that
21235,has
21236,lost
21237,his
21238,way
21239,yes
21240,said
21241,the
21242,old
21243,man
21244,you
21245,are
21246,right
21247,welcome
21248,poor
21249,cottage
21250,whereupon
21251,jack
21252,entered
21253,and
21254,down
21255,they
21256,sat
21257,together
21258,and
21259,the
21260,old
21261,man
21262,began
21263,speak
21264,follows
21265,son
21266,see
21267,your
21268,belt
21269,you
21270,are
21271,the
21272,great
21273,conqueror
21274,giants
21275,and
21276,behold
21277,son
21278,the
21279,top
21280,this
21281,mountain
21282,enchanted
21283,castle
21284,this
21285,kept
21286,giant
21287,named
21288,galligantua
21289,and
21290,the
21291,help
21292,old
21293,conjurer
21294,betrays
21295,many
21296,knights
21297,and
21298,ladies
21299,into
21300,his
21301,castle
21302,where
21303,magic
21304,art
21305,they
21306,are
21307,transformed
21308,into
21309,sundry
21310,shapes
21311,and
21312,forms
21313,but
21314,above
21315,all
21316,grieve
21317,for
21318,dukes
21319,daughter
21320,whom
21321,they
21322,fetched
21323,from
21324,her
21325,fathers
21326,garden
21327,carrying
21328,her
21329,through
21330,the
21331,air
21332,burning
21333,chariot
21334,drawn
21335,fiery
21336,dragons
21337,when
21338,they
21339,secured
21340,her
21341,within
21342,the
21343,castle
21344,and
21345,transformed
21346,her
21347,into
21348,white
21349,hind
21350,and
21351,though
21352,many
21353,knights
21354,have
21355,tried
21356,break
21357,the
21358,enchantment
21359,and
21360,work
21361,her
21362,deliverance
21363,yet
21364,one
21365,could
21366,accomplish
21367,account
21368,two
21369,dreadful
21370,griffins
21371,which
21372,are
21373,placed
21374,the
21375,castle
21376,gate
21377,and
21378,which
21379,destroy
21380,every
21381,one
21382,who
21383,comes
21384,near
21385,but
21386,you
21387,son
21388,may
21389,pass
21390,them
21391,undiscovered
21392,where
21393,the
21394,gates
21395,the
21396,castle
21397,you
21398,will
21399,find
21400,engraven
21401,large
21402,letters
21403,how
21404,the
21405,spell
21406,may
21407,broken
21408,jack
21409,gave
21410,the
21411,old
21412,man
21413,his
21414,hand
21415,and
21416,promised
21417,that
21418,the
21419,morning
21420,would
21421,venture
21422,his
21423,life
21424,free
21425,the
21426,lady
21427,the
21428,morning
21429,jack
21430,arose
21431,and
21432,put
21433,his
21434,invisible
21435,coat
21436,and
21437,magic
21438,cap
21439,and
21440,shoes
21441,and
21442,prepared
21443,himself
21444,for
21445,the
21446,fray
21447,now
21448,when
21449,had
21450,reached
21451,the
21452,top
21453,the
21454,mountain
21455,soon
21456,discovered
21457,the
21458,two
21459,fiery
21460,griffins
21461,but
21462,passed
21463,them
21464,without
21465,fear
21466,because
21467,his
21468,invisible
21469,coat
21470,when
21471,had
21472,got
21473,beyond
21474,them
21475,found
21476,upon
21477,the
21478,gates
21479,the
21480,castle
21481,golden
21482,trumpet
21483,hung
21484,silver
21485,chain
21486,under
21487,which
21488,these
21489,lines
21490,were
21491,engraved
21492,jack
21493,had
21494,sooner
21495,read
21496,this
21497,but
21498,blew
21499,the
21500,trumpet
21501,which
21502,the
21503,castle
21504,trembled
21505,its
21506,vast
21507,foundations
21508,and
21509,the
21510,giant
21511,and
21512,conjurer
21513,were
21514,horrid
21515,confusion
21516,biting
21517,their
21518,thumbs
21519,and
21520,tearing
21521,their
21522,hair
21523,knowing
21524,their
21525,wicked
21526,reign
21527,was
21528,end
21529,then
21530,the
21531,giant
21532,stooping
21533,take
21534,his
21535,club
21536,jack
21537,one
21538,blow
21539,cut
21540,off
21541,his
21542,head
21543,whereupon
21544,the
21545,conjurer
21546,mounting
21547,into
21548,the
21549,air
21550,was
21551,carried
21552,away
21553,whirlwind
21554,then
21555,the
21556,enchantment
21557,was
21558,broken
21559,and
21560,all
21561,the
21562,lords
21563,and
21564,ladies
21565,who
21566,had
21567,long
21568,been
21569,transformed
21570,into
21571,birds
21572,and
21573,beasts
21574,returned
21575,their
21576,proper
21577,shapes
21578,and
21579,the
21580,castle
21581,vanished
21582,away
21583,cloud
21584,smoke
21585,this
21586,being
21587,done
21588,the
21589,head
21590,galligantua
21591,was
21592,likewise
21593,the
21594,usual
21595,manner
21596,conveyed
21597,the
21598,court
21599,king
21600,arthur
21601,where
21602,the
21603,very
21604,next
21605,day
21606,jack
21607,followed
21608,with
21609,the
21610,knights
21611,and
21612,ladies
21613,who
21614,had
21615,been
21616,delivered
21617,whereupon
21618,reward
21619,for
21620,his
21621,good
21622,services
21623,the
21624,king
21625,prevailed
21626,upon
21627,the
21628,duke
21629,bestow
21630,his
21631,daughter
21632,marriage
21633,honest
21634,jack
21635,married
21636,they
21637,were
21638,and
21639,the
21640,whole
21641,kingdom
21642,was
21643,filled
21644,with
21645,joy
21646,the
21647,wedding
21648,furthermore
21649,the
21650,king
21651,bestowed
21652,jack
21653,noble
21654,castle
21655,with
21656,very
21657,beautiful
21658,estate
21659,thereto
21660,belonging
21661,where
21662,and
21663,his
21664,lady
21665,lived
21666,great
21667,joy
21668,and
21669,happiness
21670,all
21671,the
21672,rest
21673,their
21674,days
21675,one
21676,day
21677,hennypenny
21678,was
21679,picking
21680,corn
21681,the
21682,cornyard
21683,when—whack—something
21684,hit
21685,her
21686,upon
21687,the
21688,head
21689,goodness
21690,gracious
21691,said
21692,hennypenny
21693,the
21694,skys
21695,agoing
21696,fall
21697,must
21698,and
21699,tell
21700,the
21701,king
21702,she
21703,went
21704,along
21705,and
21706,she
21707,went
21708,along
21709,and
21710,she
21711,went
21712,along
21713,till
21714,she
21715,met
21716,cockylocky
21717,where
21718,are
21719,you
21720,going
21721,hennypenny
21722,says
21723,cockylocky
21724,going
21725,tell
21726,the
21727,king
21728,the
21729,skys
21730,afalling
21731,says
21732,hennypenny
21733,may
21734,come
21735,with
21736,you
21737,says
21738,cockylocky
21739,certainly
21740,says
21741,hennypenny
21742,hennypenny
21743,and
21744,cockylocky
21745,went
21746,tellthe
21747,king
21748,the
21749,sky
21750,was
21751,falling
21752,they
21753,went
21754,along
21755,and
21756,they
21757,went
21758,along
21759,and
21760,they
21761,went
21762,along
21763,till
21764,they
21765,met
21766,duckydaddles
21767,where
21768,are
21769,you
21770,going
21771,hennypenny
21772,and
21773,cockylocky
21774,says
21775,duckydaddles
21776,were
21777,going
21778,tell
21779,the
21780,king
21781,the
21782,skys
21783,afalling
21784,said
21785,hennypenny
21786,and
21787,cockylocky
21788,may
21789,come
21790,with
21791,you
21792,says
21793,duckydaddles
21794,certainly
21795,said
21796,hennypenny
21797,and
21798,cockylocky
21799,hennypenny
21800,cockylocky
21801,and
21802,duckydaddles
21803,went
21804,tell
21805,the
21806,king
21807,the
21808,sky
21809,was
21810,afalling
21811,they
21812,went
21813,along
21814,and
21815,they
21816,went
21817,along
21818,and
21819,they
21820,went
21821,along
21822,till
21823,they
21824,met
21825,gooseypoosey
21826,where
21827,are
21828,you
21829,going
21830,hennypenny
21831,cockylocky
21832,and
21833,duckydaddles
21834,said
21835,gooseypoosey
21836,were
21837,going
21838,tell
21839,the
21840,king
21841,the
21842,skys
21843,afalling
21844,said
21845,hennypenny
21846,and
21847,cockylocky
21848,and
21849,duckydaddles
21850,may
21851,come
21852,with
21853,you
21854,said
21855,gooseypoosey
21856,certainly
21857,said
21858,hennypenny
21859,cockylocky
21860,and
21861,duckydaddles
21862,hennypenny
21863,cockylocky
21864,duckydaddles
21865,and
21866,gooseypoosey
21867,went
21868,tell
21869,the
21870,king
21871,the
21872,sky
21873,was
21874,afalling
21875,they
21876,went
21877,along
21878,and
21879,they
21880,went
21881,along
21882,and
21883,they
21884,went
21885,along
21886,till
21887,they
21888,met
21889,turkeylurkey
21890,where
21891,are
21892,you
21893,going
21894,hennypenny
21895,cockylocky
21896,duckydaddles
21897,and
21898,gooseypoosey
21899,says
21900,turkeylurkey
21901,were
21902,going
21903,tell
21904,the
21905,king
21906,the
21907,skys
21908,afalling
21909,said
21910,hennypenny
21911,cockylocky
21912,duckydaddles
21913,and
21914,gooseypoosey
21915,may
21916,come
21917,with
21918,you
21919,hennypenny
21920,cockylocky
21921,duckydaddles
21922,and
21923,gooseypoosey
21924,said
21925,turkeylurkey
21926,why
21927,certainly
21928,turkeylurkey
21929,said
21930,hennypenny
21931,cockylocky
21932,duckydaddles
21933,and
21934,gooseypoosey
21935,hennypenny
21936,cockylocky
21937,duckydaddles
21938,gooseypoosey
21939,and
21940,turkeylurkey
21941,all
21942,went
21943,tell
21944,the
21945,king
21946,the
21947,sky
21948,was
21949,afalling
21950,they
21951,went
21952,along
21953,and
21954,they
21955,went
21956,along
21957,and
21958,they
21959,went
21960,along
21961,till
21962,they
21963,met
21964,foxywoxy
21965,and
21966,foxywoxy
21967,said
21968,hennypenny
21969,cockylocky
21970,duckydaddles
21971,gooseypoosey
21972,and
21973,turkeylurkey
21974,where
21975,are
21976,you
21977,going
21978,hennypenny
21979,cockylocky
21980,duckydaddles
21981,gooseypoosey
21982,and
21983,turkeylurkey
21984,and
21985,hennypenny
21986,cockylocky
21987,duckydaddles
21988,gooseypoosey
21989,and
21990,turkeylurkey
21991,said
21992,foxywoxy
21993,were
21994,going
21995,tell
21996,the
21997,king
21998,the
21999,skys
22000,afalling
22001,but
22002,this
22003,not
22004,the
22005,way
22006,the
22007,king
22008,hennypenny
22009,cockylocky
22010,duckydaddles
22011,gooseypoosey
22012,and
22013,turkeylurkey
22014,says
22015,foxywoxy
22016,know
22017,the
22018,proper
22019,way
22020,shall
22021,show
22022,you
22023,why
22024,certainly
22025,foxywoxy
22026,said
22027,hennypenny
22028,cockylocky
22029,duckydaddles
22030,gooseypoosey
22031,and
22032,turkeylurkey
22033,hennypenny
22034,cockylocky
22035,duckydaddles
22036,gooseypoosey
22037,turkeylurkey
22038,and
22039,foxywoxy
22040,all
22041,went
22042,tell
22043,the
22044,king
22045,the
22046,sky
22047,was
22048,afalling
22049,they
22050,went
22051,along
22052,and
22053,they
22054,went
22055,along
22056,and
22057,they
22058,went
22059,along
22060,till
22061,they
22062,came
22063,narrow
22064,and
22065,dark
22066,hole
22067,now
22068,this
22069,was
22070,the
22071,door
22072,foxywoxys
22073,cave
22074,but
22075,foxywoxy
22076,said
22077,hennypenny
22078,cockylocky
22079,duckydaddles
22080,gooseypoosey
22081,and
22082,turkeylurkey
22083,this
22084,the
22085,short
22086,way
22087,the
22088,kings
22089,palace
22090,youll
22091,soon
22092,get
22093,there
22094,you
22095,follow
22096,will
22097,first
22098,and
22099,you
22100,come
22101,after
22102,hennypenny
22103,cockylocky
22104,ducky
22105,daddles
22106,gooseypoosey
22107,and
22108,turkeylurkey
22109,why
22110,course
22111,certainly
22112,without
22113,doubt
22114,why
22115,not
22116,said
22117,hennypenny
22118,cockylocky
22119,duckydaddles
22120,gooseypoosey
22121,and
22122,turkeylurkey
22123,foxywoxy
22124,went
22125,into
22126,his
22127,cave
22128,and
22129,didnt
22130,very
22131,far
22132,but
22133,turned
22134,round
22135,wait
22136,for
22137,hennypenny
22138,cockylocky
22139,duckydaddles
22140,gooseypoosey
22141,and
22142,turkeylurkey
22143,last
22144,first
22145,turkeylurkey
22146,went
22147,through
22148,the
22149,dark
22150,hole
22151,into
22152,the
22153,cave
22154,hadnt
22155,got
22156,far
22157,when
22158,hrumph
22159,foxywoxy
22160,snapped
22161,off
22162,turkeylurkeys
22163,head
22164,and
22165,threw
22166,his
22167,body
22168,over
22169,his
22170,left
22171,shoulder
22172,then
22173,gooseypoosey
22174,went
22175,and
22176,hrumph
22177,off
22178,went
22179,her
22180,head
22181,and
22182,gooseypoosey
22183,was
22184,thrown
22185,beside
22186,turkeylurkey
22187,then
22188,duckydaddles
22189,waddled
22190,down
22191,and
22192,hrumph
22193,snapped
22194,foxywoxy
22195,and
22196,duckydaddles
22197,head
22198,was
22199,off
22200,and
22201,duckydaddles
22202,was
22203,thrown
22204,alongside
22205,turkeylurkey
22206,and
22207,gooseypoosey
22208,then
22209,cockylocky
22210,strutted
22211,down
22212,into
22213,the
22214,cave
22215,and
22216,hadnt
22217,gone
22218,far
22219,when
22220,snap
22221,hrumph
22222,went
22223,foxywoxy
22224,and
22225,cockylocky
22226,was
22227,thrown
22228,alongside
22229,turkeylurkey
22230,gooseypoosey
22231,and
22232,duckydaddles
22233,but
22234,foxywoxy
22235,had
22236,made
22237,two
22238,bites
22239,cockylocky
22240,and
22241,when
22242,the
22243,first
22244,snap
22245,only
22246,hurt
22247,cockylocky
22248,but
22249,didnt
22250,kill
22251,him
22252,called
22253,out
22254,hennypenny
22255,she
22256,turned
22257,tail
22258,and
22259,ran
22260,back
22261,home
22262,she
22263,never
22264,told
22265,the
22266,king
22267,the
22268,sky
22269,was
22270,afalling
22271,childe
22272,rowland
22273,and
22274,his
22275,brothers
22276,twain
22277,were
22278,playing
22279,the
22280,ball
22281,and
22282,there
22283,was
22284,their
22285,sister
22286,burd
22287,ellen
22288,the
22289,midst
22290,among
22291,them
22292,all
22293,last
22294,her
22295,eldest
22296,brother
22297,went
22298,the
22299,warlock
22300,merlin
22301,and
22302,told
22303,him
22304,all
22305,the
22306,case
22307,and
22308,asked
22309,him
22310,knew
22311,where
22312,burd
22313,ellen
22314,was
22315,the
22316,fair
22317,burd
22318,ellen
22319,said
22320,the
22321,warlock
22322,merlin
22323,must
22324,have
22325,been
22326,carried
22327,off
22328,the
22329,fairies
22330,because
22331,she
22332,went
22333,round
22334,the
22335,church
22336,wider
22337,shins—the
22338,opposite
22339,way
22340,the
22341,sun
22342,she
22343,now
22344,the
22345,dark
22346,tower
22347,the
22348,king
22349,elfland
22350,would
22351,take
22352,the
22353,boldest
22354,knight
22355,christendom
22356,bring
22357,her
22358,back
22359,possible
22360,bring
22361,her
22362,back
22363,said
22364,her
22365,brother
22366,ill
22367,perish
22368,the
22369,attempt
22370,possible
22371,said
22372,the
22373,warlock
22374,merlin
22375,but
22376,woe
22377,the
22378,man
22379,mothers
22380,son
22381,that
22382,attempts
22383,not
22384,well
22385,taught
22386,beforehand
22387,what
22388,the
22389,eldest
22390,brother
22391,burd
22392,ellen
22393,was
22394,not
22395,put
22396,off
22397,any
22398,fear
22399,danger
22400,from
22401,attempting
22402,get
22403,her
22404,back
22405,begged
22406,the
22407,warlock
22408,merlin
22409,tell
22410,him
22411,what
22412,should
22413,and
22414,what
22415,should
22416,not
22417,going
22418,seek
22419,his
22420,sister
22421,and
22422,after
22423,had
22424,been
22425,taught
22426,and
22427,had
22428,repeated
22429,his
22430,lesson
22431,set
