,0,1
277,transformed,3
278,shall,5
279,rusty,1
280,knotted,1
281,drew,2
282,castle,19
283,coffer,1
284,strewed,2
285,eighteen,1
286,embroidered,1
287,gallon,1
288,generosity,1
289,chaff,2
290,line,2
291,broke,2
292,tablejack,1
293,containing,1
294,usual,1
295,thumb,1
296,destroyoh,1
297,saying,3
298,winter,1
299,fear,1
300,much,2
301,walking,2
302,seemed,1
303,cattle,1
304,one,13
305,yet,4
306,extraordinary,1
307,chamber,1
308,door,1
309,foot,5
310,roared,2
311,fattest,1
312,shovel,1
313,nearly,2
314,betrays,1
315,beginning,1
316,together,4
317,yard,1
318,corner,2
319,upon,9
320,sheep,1
321,telling,1
322,neighbouring,3
323,besides,1
324,engraven,1
325,tied,1
326,uncle,3
327,entrance,1
328,likewise,1
329,countenance,2
330,broken,3
331,light,1
332,king,12
333,number,2
334,pas,1
335,father,3
336,murdered,1
337,thicket,1
338,noose,1
339,gathered,1
340,hissing,1
341,lodge,2
342,wondering,1
343,slipper,1
344,bag,2
345,show,5
346,moat,3
347,sooner,2
348,run,1
349,bristle,1
350,townhall,1
351,knowest,1
352,like,14
353,way,7
354,knock,2
355,see,5
356,rode,1
357,full,2
358,speed,2
359,stick,1
360,five,2
361,searching,2
362,little,1
363,free,2
364,struck,2
365,side,3
366,headlong,1
367,teeth,2
368,spread,1
369,banquet,1
370,wedding,1
371,hair,2
372,pity,1
373,work,2
374,said,12
375,leftjack,1
376,walk,1
377,thanks,1
378,wide,1
379,men,5
380,nail,1
381,conveyed,1
382,strangely,1
383,mounting,1
384,drawbridge,2
385,knew,1
386,small,2
387,dressing,1
388,killed,2
389,think,2
390,snake,1
391,declaration,1
392,follows,1
393,riding,1
394,hog,1
395,bacon,1
396,timber,1
397,shown,1
398,heartily,1
399,farthest,1
400,dragon,1
401,sitting,2
402,called,3
403,food,2
404,odds,1
405,mad,1
406,plague,1
407,suitor,1
408,undiscovered,1
409,return,1
410,nightjack,1
411,scoff,1
412,whence,1
413,vowed,1
414,alighted,1
415,beast,1
416,afterwards,1
417,kinsman,2
418,surely,1
419,caldron,1
420,god,1
421,miserable,2
422,sharpness,2
423,hard,1
424,flitch,1
425,whale,1
426,named,3
427,purposejack,1
428,dance,1
429,breakfast,3
430,golden,1
431,fill,1
432,good,2
433,henceforth,1
434,fray,1
435,another,3
436,fountain,1
437,arthurtime,1
438,feasted,1
439,loth,1
440,thee,2
441,resembled,1
442,biting,1
443,whenever,1
444,house,4
445,window,2
446,put,5
447,supply,1
448,give,2
449,hollow,1
450,went,9
451,ground,2
452,seek,1
453,along,1
454,deliverance,2
455,barred,1
456,thereto,1
457,well,4
458,seized,1
459,mainland,1
460,northern,1
461,skin,1
462,wood,4
463,step,1
464,dug,1
465,beautiful,2
466,soon,6
467,monstrous,3
468,wordsayst,2
469,rest,3
470,four,2
471,slap,1
472,afar,1
473,pray,2
474,waist,2
475,fetch,1
476,end,6
477,strike,1
478,slaughtered,1
479,matter,1
480,approach,2
481,twopence,2
482,corpse,1
483,thy,3
484,evil,2
485,mouth,2
486,situated,2
487,indeedgiant,1
488,gave,8
489,softly,1
490,foundation,3
491,reward,3
492,surprise,1
493,kill,2
494,garden,2
495,joy,2
496,pulled,2
497,getting,1
498,since,1
499,feast,1
500,take,4
501,termedpresented,1
502,jack,65
503,mirth,2
504,want,2
505,bedroom,1
506,enough,3
507,hired,1
508,found,5
509,cave,5
510,word,2
511,marriage,1
512,fire,1
513,bunch,1
514,carrying,2
515,monster,3
516,cornwall,3
517,pardon,1
518,unlocking,2
519,bone,3
520,service,1
521,hind,1
522,starved,1
523,cruel,1
524,bird,1
525,lonesome,2
526,might,5
527,used,1
528,promised,1
529,pit,4
530,broiling,1
531,gate,7
532,freestone,1
533,traveller,1
534,though,2
535,rushed,1
536,near,5
537,grim,2
538,venture,1
539,brother,3
540,replied,3
541,missing,1
542,brought,3
543,order,3
544,throwing,1
545,drawing,1
546,quoth,17
547,search,2
548,sat,1
549,furnish,1
550,surprised,1
551,ripped,1
552,deceased,1
553,low,1
554,proceeded,1
555,would,6
556,knife,2
557,evening,1
558,broad,1
559,resound,1
560,daughter,2
561,welsh,3
562,brisk,1
563,beyond,1
564,running,1
565,messenger,1
566,cost,1
567,arose,1
568,destruction,1
569,gone,1
570,drove,1
571,farmer,1
572,given,1
573,u,3
574,horn,3
575,money,4
576,conqueror,1
577,making,1
578,pleasant,1
579,shape,2
580,tantivy,2
581,court,2
582,resolved,1
583,kissed,1
584,tail,1
585,hid,1
586,worstday,1
587,saved,1
588,persuade,1
589,poor,6
590,cut,7
591,victory,1
592,entered,2
593,speak,1
594,made,8
595,two,10
596,billet,1
597,young,1
598,revenged,3
599,share,1
600,loud,1
601,coming,7
602,water,2
603,reigned,1
604,secured,2
605,cormoran,2
606,possessed,1
607,pick,1
608,till,2
609,new,1
610,undertakegot,1
611,pickaxe,2
612,certainly,1
613,surrounded,1
614,paid,1
615,earth,2
616,griffin,2
617,thunder,2
618,heard,3
619,set,3
620,powderyoull,1
621,master,6
622,chop,1
623,county,1
624,sword,8
625,towards,2
626,greatly,1
627,dearly,1
628,rolled,1
629,behold,1
630,cast,1
631,whereupon,4
632,rope,2
633,ride,1
634,bowl,1
635,fiery,3
636,pursuing,1
637,disturb,1
638,seeing,1
639,dine,1
640,liberty,1
641,stark,1
642,dale,1
643,cloud,1
644,fight,2
645,scarce,1
646,away,3
647,form,1
648,prince,13
649,halfadozen,1
650,welcome,1
651,fly,2
652,people,2
653,blow,3
654,loose,1
655,swiftness,3
656,read,1
657,none,2
658,got,3
659,employed,1
660,england,2
661,benighted,2
662,ever,1
663,strong,2
664,rejoiced,1
665,town,2
666,last,3
667,tie,1
668,back,2
669,mouthful,1
670,crown,1
671,broil,1
672,chariot,1
673,upper,1
674,almost,1
675,anything,1
676,giantkiller,2
677,several,3
678,agreed,1
679,secret,1
680,sweet,1
681,splendid,1
682,spell,2
683,twenty,1
684,year,2
685,noble,1
686,grieve,1
687,destroyed,1
688,flame,1
689,wire,1
690,meaning,1
691,bridge,2
692,pound,1
693,sought,1
694,tumbled,2
695,feel,1
696,lived,4
697,spirit,3
698,wade,1
699,know,2
700,mould,1
701,host,1
702,cap,4
703,close,2
704,task,1
705,servant,1
706,ala,2
707,council,1
708,within,3
709,tomorrow,2
710,cheek,1
711,winding,1
712,dark,1
713,flying,1
714,slew,1
715,wanted,1
716,shoe,4
717,cord,1
718,returned,2
719,cottage,1
720,room,4
721,equally,1
722,deliverancemidst,1
723,told,5
724,contained,1
725,ere,1
726,fresh,1
727,rustling,1
728,spent,1
729,beauty,1
730,ugly,1
731,apartment,1
732,beard,2
733,length,3
734,knowing,1
735,threw,1
736,tearing,1
737,seated,1
738,informed,1
739,art,4
740,right,2
741,condemned,1
742,thinking,1
743,land,1
744,letting,1
745,fell,4
746,headah,1
747,time,6
748,belt,3
749,manner,1
750,wicked,1
751,merry,2
752,lock,2
753,therefore,2
754,heart,1
755,man,6
756,dead,4
757,many,7
758,curled,1
759,old,10
760,open,2
761,woman,2
762,putting,3
763,gold,2
764,came,9
765,belly,1
766,smelt,1
767,ready,1
768,rested,1
769,hill,1
770,cunning,1
771,key,3
772,ask,1
773,knocked,2
774,threatening,1
775,amongst,2
776,suck,1
777,jackquoth,1
778,quickly,1
779,asunder,1
780,serviceable,1
781,smell,1
782,lodging,3
783,eye,1
784,chain,1
785,oh,3
786,convey,1
787,pennysun,1
788,repast,1
789,destroy,1
790,thou,7
791,life,3
792,smoke,1
793,slid,1
794,twentytwo,1
795,leather,1
796,boiling,1
797,death,5
798,appear,1
799,asleep,1
800,huge,2
801,table,1
802,ripping,1
803,fair,1
804,taken,1
805,wotprithee,1
806,long,5
807,mount,4
808,whole,2
809,hell,2
810,enchantment,3
811,wiped,1
812,finding,1
813,marched,1
814,adventure,1
815,duke,2
816,height,1
817,thousand,1
818,delivered,1
819,honest,1
820,although,1
821,straw,1
822,passing,1
823,high,1
824,vault,2
825,enter,1
826,thirty,1
827,others,1
828,concluded,1
829,far,1
830,discovered,2
831,may,2
832,whilst,1
833,showed,1
834,blew,2
835,lady,13
836,sleeve,1
837,blunderbore,1
838,among,2
839,tantalised,1
840,denay,1
841,bar,1
842,galligantua,2
843,daunted,1
844,happened,1
845,round,3
846,loaded,1
847,horse,3
848,everybody,1
849,couple,1
850,also,1
851,wish,1
852,mensay,1
853,brawny,1
854,goggle,1
855,noise,1
856,sorrow,1
857,belonging,1
858,top,2
859,angry,1
860,bit,1
861,furthermore,1
862,ridden,1
863,news,5
864,road,1
865,looked,1
866,darkness,2
867,club,5
868,knight,5
869,ox,1
870,vain,1
871,mineneither,1
872,burning,1
873,proper,1
874,island,1
875,night,8
876,dear,1
877,travelling,1
878,pocket,1
879,come,7
880,hearing,1
881,arthur,5
882,wit,1
883,shelf,1
884,team,1
885,enchanted,2
886,thunderdell,1
887,waggoner,1
888,captive,1
889,carry,1
890,stop,1
891,incorrigible,1
892,laughed,1
893,fierce,1
894,across,1
895,hung,2
